date,gvi,climate_index,macro_index
2024-01-01,41.82830247852659,61.827579355697615,102.88888171974834
2024-01-02,34.0100837886437,60.18058460930128,97.92283274051123
2024-01-03,45.00261458739004,62.93067884425952,97.63204949281732
2024-01-04,46.39307583740746,59.54338296717691,101.66909703236266
2024-01-05,29.293048291927875,62.16410376081193,103.35227701408998
2024-01-06,33.43547670183075,61.8524353732617,100.60400639708955
2024-01-07,42.26454366870614,65.23585385244725,96.72065334891434
2024-01-08,39.84857723939824,65.66387290903322,96.59562695233024
2024-01-09,41.89327239430898,53.80784024589628,96.49152915282842
2024-01-10,37.12330842166251,50.945697799292134,95.56657131936379
2024-01-11,47.7648298395782,67.46199812086259,101.29435140794374
2024-01-12,47.40137238838657,68.65943698252319,104.4374385236835
2024-01-13,43.376224147293215,57.88146735126543,101.11841997240019
2024-01-14,49.98807862013045,53.94532873671274,94.473728173088
2024-01-15,46.27338313802675,63.995678562186335,100.77893610884155
2024-01-16,38.555304611518416,68.40669378577701,100.959000877184
2024-01-17,46.16526557164802,72.98839829973028,107.83150523165483
2024-01-18,38.44006877680063,66.82568795331512,97.2681325017536
2024-01-19,49.70350490776373,62.625170151226065,100.56347225199121
2024-01-20,44.37145504645647,60.25336221879009,106.94893889999474
2024-01-21,43.79874627067072,65.00717191572384,103.27710408558696
2024-01-22,41.05788984540812,63.68006208600487,103.71280432129804
2024-01-23,52.712833095973444,60.323019134259525,102.4622177248385
2024-01-24,44.68303238456284,75.85954710869687,103.20379306109193
2024-01-25,43.27130820165111,74.75439376689049,104.6421832371961
2024-01-26,43.957917150487496,71.71688773496277,99.97617751971083
2024-01-27,49.49233061387718,61.63573288498549,105.13397913849647
2024-01-28,48.71714739785292,70.71360979435725,98.47584184639734
2024-01-29,49.225073877915925,69.8303024329748,103.67487836356901
2024-01-30,49.55592483361706,69.03362724808315,103.32079242713849
2024-01-31,60.04126868428581,73.25296980842329,101.03035240945987
2024-02-01,44.97127968407824,70.36020469080091,102.9057005389673
2024-02-02,44.5526418895403,71.05703386415757,101.20051867115161
2024-02-03,42.957672064472625,70.70996456300149,99.94727151506368
2024-02-04,51.74821732636239,69.39266748558451,102.19561677877219
2024-02-05,55.0359701946299,58.928690549777926,100.03842529656924
2024-02-06,47.78595235499628,68.4175989621136,104.41255404557046
2024-02-07,43.63384627925848,65.36594751911997,100.08751144449762
