date,gvi,climate_index,macro_index
2024-01-01,41.82830247852659,58.690453702926774,97.46486401609255
2024-01-02,34.0100837886437,60.87309343790883,96.84556941299022
2024-01-03,45.00261458739004,64.28962712702598,101.22714187483064
2024-01-04,46.39307583740746,58.51303206069631,101.42781927041318
2024-01-05,29.293048291927875,63.37922140719936,104.24861062150923
2024-01-06,33.43547670183075,59.73264598915925,103.7831758421144
2024-01-07,42.26454366870614,60.75930607038197,100.18314738457191
2024-01-08,39.84857723939824,65.77642670943123,96.94378441461562
2024-01-09,41.89327239430898,51.94189836258435,99.81561856835445
2024-01-10,37.12330842166251,55.69967893562261,101.5211312426135
2024-01-11,47.7648298395782,55.04234414539095,100.35964559343427
2024-01-12,47.40137238838657,51.05273091697198,99.32862443432644
2024-01-13,43.376224147293215,59.59326024805623,101.91732177808431
2024-01-14,49.98807862013045,66.99167526807958,99.74309922086972
2024-01-15,46.27338313802675,62.07608412523746,99.46701923866908
2024-01-16,38.555304611518416,64.74145306373362,102.38175636999213
2024-01-17,46.16526557164802,69.44651317111267,100.3375312405909
2024-01-18,38.44006877680063,70.88263075414633,102.37185940744732
2024-01-19,49.70350490776373,64.13806396052384,102.55511712834517
2024-01-20,44.37145504645647,71.48694477456138,98.41309385508633
2024-01-21,43.79874627067072,65.41054874954112,100.48344568995108
2024-01-22,41.05788984540812,60.98939448629384,106.33619592049814
2024-01-23,52.712833095973444,62.42635690190993,98.632225875564
2024-01-24,44.68303238456284,58.213086291555356,95.86399909820854
2024-01-25,43.27130820165111,61.387882487861575,96.72381918663295
2024-01-26,43.957917150487496,64.24656087681349,102.49196631611913
2024-01-27,49.49233061387718,70.25790997092413,102.59255523586997
2024-01-28,48.71714739785292,75.04236232870078,102.24201833077859
2024-01-29,49.225073877915925,59.721262808600095,106.3323439318599
2024-01-30,49.55592483361706,68.78503646836248,94.76606623797069
2024-01-31,60.04126868428581,61.801923777416725,104.06703329732866
2024-02-01,44.97127968407824,69.55683441881054,107.65807097035496
2024-02-02,44.5526418895403,66.70152942919727,99.68479683447313
2024-02-03,42.957672064472625,58.37090401690279,102.02295596027922
2024-02-04,51.74821732636239,72.3301954034164,100.99778525192727
2024-02-05,55.0359701946299,64.82174263430518,100.66735306445163
2024-02-06,47.78595235499628,65.32999238319304,102.4653756382216
2024-02-07,43.63384627925848,62.79814525691715,107.82022377800823
2024-02-08,43.930636280233855,65.01752734795332,109.14336563306203
2024-02-09,52.9813528129888,70.56501294415585,102.71665261173555
2024-02-10,53.73507207326671,67.61049615398576,109.53273821656263
2024-02-11,52.72964713467816,70.32568623207844,104.01719251905669
2024-02-12,45.6702070648332,70.6121078610356,109.26425553974686
2024-02-13,51.246092852455185,75.52035765363378,103.81581538454445
2024-02-14,50.74036245860137,67.31206387627914,104.58121884556736
2024-02-15,51.53671298072409,61.74501298815683,105.37660365061689
2024-02-16,55.63464776887595,74.56305317198166,113.90867265248961
2024-02-17,51.926251585165566,67.66144188777565,107.0176919362937
2024-02-18,54.83382274192421,74.97806202839504,102.4335531486148
2024-02-19,51.338489936878275,71.40245227879801,107.55363553373513
2024-02-20,52.83736919008046,68.90457197529643,103.65221889723598
2024-02-21,55.05693543213563,71.37303588289988,103.35931570524377
2024-02-22,42.689694174573596,79.44729945697819,107.64499101330678
2024-02-23,49.67484915537478,80.1343843105792,105.10283110110655
2024-02-24,48.92766771865548,70.1477801522919,105.93545201642526
2024-02-25,48.07039995927408,70.64735282808567,105.23158822746196
2024-02-26,50.40327044805606,75.26724511710515,106.2890444242643
2024-02-27,61.170880439246986,65.69149097009853,106.64360526974008
2024-02-28,47.14996534128933,71.61299713568968,99.64696523685429
2024-02-29,58.29491255264049,69.84026925369255,107.54648431469083
2024-03-01,42.52484614242362,71.555145353045,102.68934604934272
2024-03-02,50.74607089128692,65.82885890242811,101.39687855614669
2024-03-03,53.86167268152292,62.05203894372678,105.63664348569645
2024-03-04,56.52868237206592,59.63320631339861,106.15164704733374
2024-03-05,57.40128777590751,64.40352413590453,103.90673391373358
2024-03-06,58.012943392625104,67.68346588345942,108.56761390406504
2024-03-07,51.27575996743091,68.4913624127043,102.13497233233255
2024-03-08,50.70553678638655,79.61804041115501,105.02735570539836
2024-03-09,58.73529571150364,75.43050945403121,104.5799593503527
2024-03-10,52.54363315461813,65.05284806801127,106.28091651445112
2024-03-11,46.13755674877879,71.55872103164228,107.34306562103747
2024-03-12,47.088336057617276,67.7357895605801,103.56828235656933
2024-03-13,48.463872573498726,68.29450489752449,108.84998781952898
2024-03-14,57.0521942954046,70.58225330785481,106.95101178543703
2024-03-15,55.008519760146385,72.68495723279916,101.17071331528221
2024-03-16,58.3776814147404,67.82048114206069,101.05500386233261
2024-03-17,51.74810334787404,74.75791989749838,106.9777213608821
2024-03-18,55.33573195015146,63.645099680319845,106.43534954719063
2024-03-19,58.20691514506192,69.29687945782055,106.87123090516442
2024-03-20,52.662157787665535,82.15823742412654,107.18044740891212
2024-03-21,57.319719945794155,70.18427170356946,108.02363794308845
2024-03-22,50.664294720999976,76.1282992041626,110.27212736336651
2024-03-23,52.51024371507695,69.30756232568538,104.17773677716572
2024-03-24,52.44677579454921,71.63599602476731,104.07665888187881
2024-03-25,47.60670807629266,68.32479296082641,104.39376992423936
2024-03-26,57.744017680332846,67.62775524957476,108.621301440084
2024-03-27,52.042088422503035,64.44798943283607,111.56984209010193
2024-03-28,54.965659577929955,70.35708033395241,106.62106522658827
2024-03-29,57.803231012461296,63.80266501158917,100.48969918952477
2024-03-30,57.62185030707843,71.23770288567553,102.96216345599913
2024-03-31,58.95473545289753,73.18033041956625,105.65399991179865
2024-04-01,54.387117307263594,69.42541026438445,106.5585127680489
2024-04-02,52.44968528967456,65.99515427881725,107.08474083886878
2024-04-03,54.518447197401954,69.52470674373254,108.50347197171558
2024-04-04,44.87586549073779,65.53488147705714,107.52992276354196
2024-04-05,46.316146356904596,71.5742896366229,111.69022171802274
2024-04-06,47.057406371496164,57.55282402911902,106.59079681015207
2024-04-07,49.00074114058907,64.84016655999712,106.1081421607179
2024-04-08,57.36932333954384,56.36759767520645,110.20756822619867
2024-04-09,49.52010109464842,58.64497129051434,104.23945604819426
2024-04-10,52.66214404204014,72.73342759602643,110.0904899415283
2024-04-11,62.70048565531008,70.17916666596385,109.30369573735956
2024-04-12,52.737388330418476,61.89031268939394,108.62791577136784
2024-04-13,59.26579001471846,57.75507933145817,113.90886124192423
2024-04-14,49.200592650687696,50.22031105992139,107.35077984742657
2024-04-15,53.52716385590327,62.09637879463961,115.47124252946045
2024-04-16,49.013047499467525,76.68244281537186,108.68657309419228
2024-04-17,52.62828509955814,66.51698005364949,105.60390816764442
2024-04-18,59.649563287917296,61.30263819860072,109.71637402000434
2024-04-19,44.184965227695585,66.17966332651288,106.34910227143025
